나이,이동인구(합),출발 시군구 코드,도착 시군구 코드
45,4706.51,중구,은평구
50,6252.28,중구,은평구
55,5780.68,중구,은평구
60,5801.26,중구,은평구
65,4814.95,중구,은평구
70,2771.89,중구,은평구
75,1981.4,중구,은평구
80,3319.87,중구,은평구
0,1313.2,중구,서대문구
10,1076.44,중구,서대문구
15,1781.2,중구,서대문구
20,6008.74,중구,서대문구
25,5887.71,중구,서대문구
30,4948.73,중구,서대문구
35,4438.72,중구,서대문구
40,5016.08,중구,서대문구
45,4939.92,중구,서대문구
50,5524.31,중구,서대문구
55,4536.91,중구,서대문구
60,4961.15,중구,서대문구
65,4080.52,중구,서대문구
70,2254.91,중구,서대문구
75,2029.78,중구,서대문구
80,2024.01,중구,서대문구
0,2288.18,중구,마포구
10,1428.29,중구,마포구
15,4905.85,중구,마포구
20,10606.3,중구,마포구
25,13852.54,중구,마포구
30,13482.93,중구,마포구
35,10937.35,중구,마포구
40,10712.16,중구,마포구
45,9699.49,중구,마포구
50,9717.13,중구,마포구
55,8690.0,중구,마포구
60,6968.7,중구,마포구
65,5855.52,중구,마포구
70,3138.56,중구,마포구
75,2421.03,중구,마포구
80,2707.4,중구,마포구
0,3674.96,중구,양천구
10,1528.22,중구,양천구
15,1298.91,중구,양천구
20,1640.44,중구,양천구
25,3551.83,중구,양천구
30,4296.47,중구,양천구
35,5773.13,중구,양천구
40,8128.46,중구,양천구
45,8955.23,중구,양천구
50,9919.92,중구,양천구
55,9620.3,중구,양천구
60,8124.33,중구,양천구
65,6838.42,중구,양천구
70,3976.41,중구,양천구
75,2516.83,중구,양천구
80,3160.08,중구,양천구
0,7219.07,중구,강서구
10,2456.53,중구,강서구
15,2658.66,중구,강서구
20,6537.62,중구,강서구
25,20347.72,중구,강서구
30,27697.3,중구,강서구
35,24702.29,중구,강서구
40,23799.98,중구,강서구
45,23503.31,중구,강서구
50,24849.94,중구,강서구
55,24565.59,중구,강서구
60,21081.82,중구,강서구
65,16841.9,중구,강서구
70,9047.17,중구,강서구
75,5925.7,중구,강서구
80,6693.95,중구,강서구
0,3041.51,중구,구로구
10,1032.07,중구,구로구
15,1366.26,중구,구로구
20,2312.65,중구,구로구
25,4936.74,중구,구로구
30,7279.39,중구,구로구
35,7731.59,중구,구로구
40,8860.02,중구,구로구
45,7871.5,중구,구로구
50,8961.48,중구,구로구
55,9021.13,중구,구로구
60,9176.69,중구,구로구
65,6977.29,중구,구로구
70,4154.6,중구,구로구
75,3042.44,중구,구로구
80,3344.01,중구,구로구
0,1312.51,중구,금천구
10,295.24,중구,금천구
15,300.91,중구,금천구
20,802.03,중구,금천구
25,2467.32,중구,금천구
30,3320.98,중구,금천구
35,3729.84,중구,금천구
40,3484.07,중구,금천구
45,3448.89,중구,금천구
50,3908.46,중구,금천구
55,3705.26,중구,금천구
60,3711.22,중구,금천구
65,2683.82,중구,금천구
70,1298.39,중구,금천구
75,831.22,중구,금천구
80,661.56,중구,금천구
0,2932.23,중구,영등포구
10,1402.28,중구,영등포구
15,1514.62,중구,영등포구
20,3957.14,중구,영등포구
25,9360.63,중구,영등포구
30,11742.1,중구,영등포구
35,11769.15,중구,영등포구
40,12467.0,중구,영등포구
45,10305.46,중구,영등포구
50,10405.2,중구,영등포구
55,10219.92,중구,영등포구
60,9864.75,중구,영등포구
65,7976.59,중구,영등포구
70,4485.39,중구,영등포구
75,3378.9,중구,영등포구
80,3352.32,중구,영등포구
0,1343.34,중구,동작구
10,659.14,중구,동작구
15,1252.44,중구,동작구
20,3313.13,중구,동작구
25,4582.93,중구,동작구
30,4519.8,중구,동작구
35,3486.71,중구,동작구
40,4132.96,중구,동작구
45,4351.46,중구,동작구
50,5043.92,중구,동작구
55,5228.14,중구,동작구
60,5077.24,중구,동작구
65,4534.72,중구,동작구
70,2858.2,중구,동작구
75,2152.25,중구,동작구
80,4014.41,중구,동작구
0,1622.75,중구,관악구
10,745.47,중구,관악구
15,1365.89,중구,관악구
20,3671.85,중구,관악구
25,7051.03,중구,관악구
30,6119.47,중구,관악구
35,4310.3,중구,관악구
40,4444.98,중구,관악구
45,3767.58,중구,관악구
50,4789.57,중구,관악구
55,4636.44,중구,관악구
60,5013.83,중구,관악구
65,4325.56,중구,관악구
70,2582.13,중구,관악구
75,1844.98,중구,관악구
80,2525.29,중구,관악구
0,2061.35,중구,서초구
10,1097.28,중구,서초구
15,1560.28,중구,서초구
20,2377.68,중구,서초구
25,4746.89,중구,서초구
30,5660.65,중구,서초구
35,6048.93,중구,서초구
40,7903.55,중구,서초구
45,8167.26,중구,서초구
50,9246.83,중구,서초구
55,6722.27,중구,서초구
60,7295.9,중구,서초구
65,5657.62,중구,서초구
70,3913.89,중구,서초구
75,2753.47,중구,서초구
80,3115.97,중구,서초구
0,2446.68,중구,강남구
10,1400.0,중구,강남구
15,2284.37,중구,강남구
20,4101.08,중구,강남구
25,7829.55,중구,강남구
30,10319.45,중구,강남구
35,9612.43,중구,강남구
40,11739.0,중구,강남구
45,10590.46,중구,강남구
50,10363.88,중구,강남구
55,8151.89,중구,강남구
60,7871.84,중구,강남구
65,6814.4,중구,강남구
70,4312.36,중구,강남구
75,3000.79,중구,강남구
80,3054.65,중구,강남구
0,3392.94,중구,송파구
10,2019.47,중구,송파구
15,1748.54,중구,송파구
20,2334.64,중구,송파구
25,4815.59,중구,송파구
30,6153.37,중구,송파구
35,6499.14,중구,송파구
40,7240.53,중구,송파구
45,6119.4800000000005,중구,송파구
50,6801.37,중구,송파구
55,6307.17,중구,송파구
60,6653.82,중구,송파구
65,6125.94,중구,송파구
70,3507.07,중구,송파구
75,2033.57,중구,송파구
80,2189.94,중구,송파구
0,1816.32,중구,강동구
10,601.93,중구,강동구
15,712.83,중구,강동구
20,810.53,중구,강동구
25,2104.81,중구,강동구
30,2684.04,중구,강동구
35,2765.71,중구,강동구
40,3982.82,중구,강동구
45,3548.49,중구,강동구
50,3073.14,중구,강동구
55,3095.9,중구,강동구
60,3228.09,중구,강동구
65,3621.89,중구,강동구
70,2002.52,중구,강동구
75,1236.52,중구,강동구
80,1018.72,중구,강동구
0,166.03,동구,종로구
10,62.97,동구,종로구
15,200.49,동구,종로구
20,95.75,동구,종로구
25,236.68,동구,종로구
30,223.49,동구,종로구
35,368.86,동구,종로구
40,411.01,동구,종로구
45,365.88,동구,종로구
50,410.43,동구,종로구
55,489.7,동구,종로구
60,368.35,동구,종로구
65,540.68,동구,종로구
70,221.69,동구,종로구
75,159.3,동구,종로구
80,327.82,동구,종로구
0,138.42000000000002,동구,중구
10,36.72,동구,중구
15,77.96,동구,중구
20,101.51,동구,중구
25,289.44,동구,중구
30,343.52,동구,중구
35,574.83,동구,중구
40,595.79,동구,중구
45,796.71,동구,중구
50,587.91,동구,중구
55,558.87,동구,중구
60,770.3,동구,중구
65,451.71,동구,중구
70,403.07,동구,중구
75,280.14,동구,중구
80,298.49,동구,중구
0,202.89,동구,용산구
10,101.61,동구,용산구
15,113.79,동구,용산구
20,39.14,동구,용산구
25,312.55,동구,용산구
30,136.39,동구,용산구
35,391.66,동구,용산구
40,722.25,동구,용산구
45,251.24,동구,용산구
50,392.22,동구,용산구
55,286.94,동구,용산구
60,182.74,동구,용산구
65,249.81,동구,용산구
70,209.7,동구,용산구
75,138.51999999999998,동구,용산구
80,95.83,동구,용산구
0,28.26,동구,성동구
10,13.16,동구,성동구
15,151.24,동구,성동구
20,72.02,동구,성동구
25,86.77,동구,성동구
30,91.74,동구,성동구
35,137.83,동구,성동구
40,144.16,동구,성동구
45,105.99,동구,성동구
50,284.47,동구,성동구
55,151.23,동구,성동구
60,136.32999999999998,동구,성동구
65,86.63,동구,성동구
70,75.59,동구,성동구
75,38.77,동구,성동구
80,19.12,동구,성동구
0,36.22,동구,광진구
10,18.66,동구,광진구
15,62.84,동구,광진구
20,81.0,동구,광진구
25,68.36,동구,광진구
30,32.35,동구,광진구
35,44.26,동구,광진구
40,121.99,동구,광진구
45,238.68,동구,광진구
50,61.21,동구,광진구
55,82.28,동구,광진구
60,123.24,동구,광진구
65,103.08,동구,광진구
70,72.83,동구,광진구
75,35.78,동구,광진구
80,48.54,동구,광진구
0,37.03,동구,동대문구
15,40.22,동구,동대문구
20,102.56,동구,동대문구
25,49.86,동구,동대문구
30,16.84,동구,동대문구
35,15.25,동구,동대문구
40,74.06,동구,동대문구
45,131.74,동구,동대문구
50,193.09,동구,동대문구
55,164.79999999999998,동구,동대문구
60,142.18,동구,동대문구
65,188.47,동구,동대문구
70,171.19,동구,동대문구
75,116.68,동구,동대문구
80,203.96,동구,동대문구
10,12.72,동구,중랑구
15,8.71,동구,중랑구
20,0.0,동구,중랑구
25,22.7,동구,중랑구
30,0.0,동구,중랑구
35,3.05,동구,중랑구
40,62.97,동구,중랑구
45,82.61,동구,중랑구
50,124.13,동구,중랑구
55,59.44,동구,중랑구
60,89.72,동구,중랑구
65,72.28999999999999,동구,중랑구
70,53.19,동구,중랑구
75,38.64,동구,중랑구
10,25.69,동구,성북구
15,42.34,동구,성북구
20,12.1,동구,성북구
25,42.59,동구,성북구
30,45.9,동구,성북구
35,63.24,동구,성북구
40,158.81,동구,성북구
45,168.16,동구,성북구
50,178.17,동구,성북구
55,259.67,동구,성북구
60,185.08,동구,성북구
65,151.93,동구,성북구
70,68.09,동구,성북구
75,83.27,동구,성북구
80,67.39,동구,성북구
10,6.61,동구,강북구
15,4.06,동구,강북구
20,0.0,동구,강북구
25,0.0,동구,강북구
30,6.05,동구,강북구
35,18.19,동구,강북구
40,139.6,동구,강북구
45,54.79,동구,강북구
50,215.06,동구,강북구
55,120.34,동구,강북구
60,161.86,동구,강북구
65,106.18,동구,강북구
70,34.89,동구,강북구
75,20.79,동구,강북구
80,38.6,동구,강북구
0,36.25,동구,도봉구
20,0.0,동구,도봉구
25,0.0,동구,도봉구
30,0.0,동구,도봉구
35,8.51,동구,도봉구
40,37.93,동구,도봉구
45,58.36,동구,도봉구
50,78.32,동구,도봉구
55,89.16,동구,도봉구
60,101.46,동구,도봉구
65,97.01,동구,도봉구
70,54.72,동구,도봉구
75,5.99,동구,도봉구
80,77.0,동구,도봉구
10,12.6,동구,노원구
15,17.509999999999998,동구,노원구
20,15.87,동구,노원구
25,4.52,동구,노원구
30,9.47,동구,노원구
35,47.91,동구,노원구
40,69.39,동구,노원구
45,77.16,동구,노원구
50,192.79,동구,노원구
55,181.73,동구,노원구
60,145.22,동구,노원구
65,126.63,동구,노원구
70,83.12,동구,노원구
75,14.81,동구,노원구
80,47.95,동구,노원구
0,229.72,동구,은평구
10,26.45,동구,은평구
15,53.62,동구,은평구
20,65.92999999999999,동구,은평구
25,18.85,동구,은평구
30,23.98,동구,은평구
35,47.94,동구,은평구
40,226.69,동구,은평구
45,119.16,동구,은평구
50,332.67,동구,은평구
55,175.1,동구,은평구
60,271.27,동구,은평구
65,141.04,동구,은평구
70,50.98,동구,은평구
75,104.06,동구,은평구
80,96.52,동구,은평구
0,28.24,동구,서대문구
10,56.88,동구,서대문구
15,321.14,동구,서대문구
20,102.67,동구,서대문구
25,103.2,동구,서대문구
30,89.07000000000001,동구,서대문구
35,302.93,동구,서대문구
40,208.49,동구,서대문구
45,246.13,동구,서대문구
50,265.64,동구,서대문구
55,225.05,동구,서대문구
60,316.2,동구,서대문구
65,246.89,동구,서대문구
70,112.35,동구,서대문구
75,86.24,동구,서대문구
80,106.6,동구,서대문구
0,128.85,동구,마포구
10,36.89,동구,마포구
15,419.49,동구,마포구
20,178.63,동구,마포구
25,453.77,동구,마포구
30,462.63,동구,마포구
35,517.37,동구,마포구
40,517.2,동구,마포구
45,699.26,동구,마포구
50,466.16,동구,마포구
55,661.07,동구,마포구
60,273.81,동구,마포구
65,193.71,동구,마포구
70,308.78000000000003,동구,마포구
75,98.47,동구,마포구
80,86.74,동구,마포구
0,92.24,동구,양천구
10,175.26,동구,양천구
15,141.44,동구,양천구
20,56.07,동구,양천구
25,207.72,동구,양천구
30,137.28,동구,양천구
35,196.21,동구,양천구
40,536.09,동구,양천구
45,499.32,동구,양천구
50,853.13,동구,양천구
55,832.75,동구,양천구
60,817.72,동구,양천구
65,299.86,동구,양천구
70,294.31,동구,양천구
75,128.58,동구,양천구
80,47.91,동구,양천구
0,108.14,동구,강서구
10,112.02,동구,강서구
15,163.63,동구,강서구
20,79.64,동구,강서구
25,231.36,동구,강서구
30,465.47,동구,강서구
35,676.98,동구,강서구
40,811.09,동구,강서구
45,774.27,동구,강서구
50,867.71,동구,강서구
55,1105.6,동구,강서구
60,1187.65,동구,강서구
65,678.11,동구,강서구
70,315.79,동구,강서구
75,180.69,동구,강서구
80,248.05,동구,강서구
0,56.92,동구,구로구
10,137.52,동구,구로구
15,456.3,동구,구로구
20,334.94,동구,구로구
25,749.84,동구,구로구
30,845.97,동구,구로구
35,1226.53,동구,구로구
40,1145.68,동구,구로구
45,1194.32,동구,구로구
50,1406.03,동구,구로구
55,1374.45,동구,구로구
60,1694.56,동구,구로구
65,900.55,동구,구로구
70,722.7,동구,구로구
75,559.65,동구,구로구
80,553.12,동구,구로구
0,28.75,동구,금천구
10,6.03,동구,금천구
15,22.41,동구,금천구
20,104.33,동구,금천구
25,366.66,동구,금천구
30,572.29,동구,금천구
35,655.51,동구,금천구
40,296.9,동구,금천구
45,521.14,동구,금천구
50,683.05,동구,금천구
55,651.62,동구,금천구
60,385.39,동구,금천구
65,415.56,동구,금천구
70,112.85,동구,금천구
75,113.11,동구,금천구
80,48.29,동구,금천구
0,158.7,동구,영등포구
10,49.43,동구,영등포구
15,443.31,동구,영등포구
20,290.01,동구,영등포구
25,1174.17,동구,영등포구
30,1238.99,동구,영등포구
35,1105.88,동구,영등포구
40,1377.89,동구,영등포구
45,1003.96,동구,영등포구
50,1363.61,동구,영등포구
55,1281.69,동구,영등포구
60,1113.68,동구,영등포구
65,1244.97,동구,영등포구
70,649.92,동구,영등포구
75,482.54,동구,영등포구
80,636.36,동구,영등포구
0,64.37,동구,동작구
10,49.44,동구,동작구
15,145.15,동구,동작구
20,152.88,동구,동작구
25,138.7,동구,동작구
30,194.83,동구,동작구
35,132.86,동구,동작구
40,281.92,동구,동작구
45,227.27,동구,동작구
50,505.26,동구,동작구
55,347.63,동구,동작구
60,319.76,동구,동작구
65,410.6,동구,동작구
70,122.98,동구,동작구
75,106.61,동구,동작구
80,200.21,동구,동작구
0,204.3,동구,관악구
10,13.29,동구,관악구
15,147.29,동구,관악구
20,72.2,동구,관악구
25,178.43,동구,관악구
30,294.01,동구,관악구
35,316.21,동구,관악구
40,257.88,동구,관악구
45,288.85,동구,관악구
50,567.81,동구,관악구
55,181.41,동구,관악구
60,294.32,동구,관악구
65,465.92,동구,관악구
70,420.3,동구,관악구
75,179.61,동구,관악구
80,85.69,동구,관악구
0,28.1,동구,서초구
10,155.31,동구,서초구
15,173.9,동구,서초구
20,99.72,동구,서초구
25,294.08,동구,서초구
30,472.47,동구,서초구
35,294.82,동구,서초구
40,691.72,동구,서초구
45,342.63,동구,서초구
50,645.1,동구,서초구
55,309.14,동구,서초구
60,606.8,동구,서초구
65,547.6,동구,서초구
70,273.29,동구,서초구
75,128.38,동구,서초구
80,86.72,동구,서초구
10,18.05,동구,강남구
15,303.87,동구,강남구
20,257.1,동구,강남구
25,728.88,동구,강남구
30,422.82,동구,강남구
35,529.36,동구,강남구
40,553.83,동구,강남구
45,696.71,동구,강남구
50,659.45,동구,강남구
55,599.39,동구,강남구
60,552.76,동구,강남구
65,506.21,동구,강남구
70,272.66,동구,강남구
75,77.16,동구,강남구
80,514.93,동구,강남구
0,92.41,동구,송파구
10,106.86,동구,송파구
15,102.53,동구,송파구
20,121.91,동구,송파구
25,126.79,동구,송파구
30,85.39,동구,송파구
35,196.83,동구,송파구
40,499.48,동구,송파구
45,362.49,동구,송파구
50,286.49,동구,송파구
55,247.31,동구,송파구
60,274.86,동구,송파구
65,214.25,동구,송파구
70,165.91,동구,송파구
75,77.42,동구,송파구
80,67.77,동구,송파구
0,36.54,동구,강동구
15,70.25999999999999,동구,강동구
20,9.84,동구,강동구
25,8.68,동구,강동구
30,27.61,동구,강동구
35,58.07,동구,강동구
40,98.0,동구,강동구
45,210.14,동구,강동구
50,161.95,동구,강동구
55,206.5,동구,강동구
60,101.93,동구,강동구
65,88.31,동구,강동구
70,46.11,동구,강동구
75,32.68,동구,강동구
80,76.55,동구,강동구
0,784.16,남구,종로구
10,600.07,남구,종로구
15,1281.94,남구,종로구
20,3045.85,남구,종로구
25,3370.39,남구,종로구
30,3623.9,남구,종로구
35,2915.9,남구,종로구
40,3154.1,남구,종로구
45,2935.79,남구,종로구
50,3236.4,남구,종로구
55,2428.02,남구,종로구
60,2660.73,남구,종로구
65,3281.92,남구,종로구
70,2233.92,남구,종로구
75,2247.02,남구,종로구
80,2166.56,남구,종로구
0,651.4300000000001,남구,중구
10,323.02,남구,중구
15,1050.82,남구,중구
20,3231.94,남구,중구
25,4685.56,남구,중구
30,5272.53,남구,중구
35,5028.77,남구,중구
40,5441.43,남구,중구
45,3391.16,남구,중구
50,3881.52,남구,중구
55,3558.21,남구,중구
60,3387.28,남구,중구
65,2860.17,남구,중구
70,2539.93,남구,중구
75,1330.61,남구,중구
80,1736.11,남구,중구
0,715.0,남구,용산구
10,525.2,남구,용산구
15,1426.99,남구,용산구
20,3530.57,남구,용산구
25,4025.04,남구,용산구
30,4071.83,남구,용산구
35,3011.23,남구,용산구
40,2821.41,남구,용산구
45,2157.96,남구,용산구
50,2815.56,남구,용산구
55,2580.01,남구,용산구
60,1909.36,남구,용산구
65,1739.38,남구,용산구
70,1422.44,남구,용산구
75,937.3,남구,용산구
80,1582.94,남구,용산구
0,184.68,남구,성동구
10,258.32,남구,성동구
15,939.86,남구,성동구
20,1424.45,남구,성동구
25,1424.36,남구,성동구
30,1219.78,남구,성동구
35,1491.61,남구,성동구
40,1600.09,남구,성동구
45,1288.35,남구,성동구
50,1478.68,남구,성동구
55,1260.43,남구,성동구
60,962.51,남구,성동구
65,1019.24,남구,성동구
70,475.84,남구,성동구
75,295.2,남구,성동구
80,492.88,남구,성동구
0,338.74,남구,광진구
10,113.73,남구,광진구
15,579.7,남구,광진구
20,858.67,남구,광진구
25,1103.56,남구,광진구
30,1015.25,남구,광진구
35,836.45,남구,광진구
40,1075.67,남구,광진구
45,859.22,남구,광진구
50,1027.46,남구,광진구
55,1070.55,남구,광진구
60,994.05,남구,광진구
65,792.52,남구,광진구
70,433.73,남구,광진구
75,520.77,남구,광진구
80,503.34,남구,광진구
0,262.94,남구,동대문구
10,102.84,남구,동대문구
15,667.86,남구,동대문구
20,951.54,남구,동대문구
25,753.14,남구,동대문구
30,723.0,남구,동대문구
35,1020.18,남구,동대문구
40,1114.94,남구,동대문구
45,977.7,남구,동대문구
50,881.16,남구,동대문구
55,1112.99,남구,동대문구
60,1276.41,남구,동대문구
65,1525.88,남구,동대문구
70,1192.66,남구,동대문구
75,887.25,남구,동대문구
80,1113.55,남구,동대문구
0,463.61,남구,중랑구
10,129.35,남구,중랑구
15,178.57,남구,중랑구
20,173.88,남구,중랑구
25,291.33,남구,중랑구
30,380.02,남구,중랑구
35,365.71,남구,중랑구
40,613.9,남구,중랑구
45,574.9,남구,중랑구
50,806.9,남구,중랑구
55,628.64,남구,중랑구
60,759.83,남구,중랑구
65,597.57,남구,중랑구
70,276.7,남구,중랑구
75,119.28,남구,중랑구
80,290.36,남구,중랑구
0,177.19,남구,성북구
10,51.84,남구,성북구
15,744.15,남구,성북구
20,903.47,남구,성북구
25,872.48,남구,성북구
30,440.35,남구,성북구
35,731.1899999999999,남구,성북구
40,1063.61,남구,성북구
45,809.44,남구,성북구
50,1230.86,남구,성북구
55,1201.29,남구,성북구
60,896.48,남구,성북구
65,1027.46,남구,성북구
70,552.8,남구,성북구
75,778.53,남구,성북구
80,406.07,남구,성북구
0,201.53,남구,강북구
10,61.4,남구,강북구
15,138.14,남구,강북구
20,123.19,남구,강북구
25,206.27,남구,강북구
30,211.82,남구,강북구
35,315.44,남구,강북구
40,512.9399999999999,남구,강북구
45,558.31,남구,강북구
50,774.25,남구,강북구
55,647.14,남구,강북구
60,682.66,남구,강북구
65,717.49,남구,강북구
70,355.95,남구,강북구
75,201.65,남구,강북구
80,300.1,남구,강북구
0,100.32,남구,도봉구
10,52.28,남구,도봉구
15,111.01,남구,도봉구
20,78.69,남구,도봉구
25,210.41,남구,도봉구
30,254.83,남구,도봉구
35,161.45,남구,도봉구
40,453.24,남구,도봉구
45,570.56,남구,도봉구
50,604.1999999999999,남구,도봉구
55,459.55,남구,도봉구
60,640.29,남구,도봉구
65,652.76,남구,도봉구
70,326.61,남구,도봉구
75,445.5,남구,도봉구
80,436.47,남구,도봉구
0,247.19,남구,노원구
10,124.06,남구,노원구
15,465.5,남구,노원구
20,295.59,남구,노원구
25,412.2,남구,노원구
30,202.19,남구,노원구
35,285.98,남구,노원구
40,786.28,남구,노원구
45,687.27,남구,노원구
50,1060.0,남구,노원구
55,1126.36,남구,노원구
60,976.49,남구,노원구
65,917.4,남구,노원구
70,482.72,남구,노원구
75,250.35,남구,노원구
80,561.91,남구,노원구
0,504.01,남구,은평구
10,268.31,남구,은평구
15,559.73,남구,은평구
20,495.6,남구,은평구
25,638.69,남구,은평구
30,860.14,남구,은평구
35,778.62,남구,은평구
40,1202.3,남구,은평구
45,1356.84,남구,은평구
50,1813.93,남구,은평구
55,1480.37,남구,은평구
60,1679.97,남구,은평구
65,1023.45,남구,은평구
70,732.25,남구,은평구
75,651.58,남구,은평구
80,500.78,남구,은평구
0,497.89,남구,서대문구
10,141.18,남구,서대문구
15,1442.08,남구,서대문구
20,2131.41,남구,서대문구
25,1980.32,남구,서대문구
30,1658.16,남구,서대문구
35,1760.65,남구,서대문구
40,2263.45,남구,서대문구
45,1707.68,남구,서대문구
50,1884.76,남구,서대문구
55,1696.23,남구,서대문구
60,1616.35,남구,서대문구
65,1760.01,남구,서대문구
70,814.53,남구,서대문구
75,594.53,남구,서대문구
80,964.24,남구,서대문구
0,921.26,남구,마포구
10,481.71,남구,마포구
15,3379.0,남구,마포구
20,7511.2,남구,마포구
25,7125.95,남구,마포구
30,5832.99,남구,마포구
35,3437.63,남구,마포구
40,4240.31,남구,마포구
45,3425.07,남구,마포구
50,3827.4,남구,마포구
55,3061.89,남구,마포구
60,2527.26,남구,마포구
65,1628.75,남구,마포구
70,863.1,남구,마포구
75,661.11,남구,마포구
80,1127.31,남구,마포구
0,563.13,남구,양천구
10,315.42,남구,양천구
15,1167.17,남구,양천구
20,1428.62,남구,양천구
25,1600.48,남구,양천구
30,1951.82,남구,양천구
35,2328.39,남구,양천구
40,3779.19,남구,양천구
45,3525.81,남구,양천구
50,3934.28,남구,양천구
55,3288.56,남구,양천구
60,3634.44,남구,양천구
65,3082.03,남구,양천구
70,1520.76,남구,양천구
75,1267.29,남구,양천구
80,787.68,남구,양천구
0,1716.77,남구,강서구
10,577.64,남구,강서구
15,1860.71,남구,강서구
20,2853.28,남구,강서구
25,5666.76,남구,강서구
30,7220.77,남구,강서구
35,5980.62,남구,강서구
40,7067.27,남구,강서구
45,5628.57,남구,강서구
50,6846.76,남구,강서구
55,6180.17,남구,강서구
60,5532.67,남구,강서구
65,4428.43,남구,강서구
70,2467.78,남구,강서구
75,1548.66,남구,강서구
80,1831.67,남구,강서구
0,1723.77,남구,구로구
10,765.5,남구,구로구
15,3004.98,남구,구로구
20,4516.04,남구,구로구
25,5881.24,남구,구로구
30,7703.56,남구,구로구
35,7731.44,남구,구로구
40,8097.519999999999,남구,구로구
45,6619.15,남구,구로구
50,7281.57,남구,구로구
55,8268.03,남구,구로구
60,8196.47,남구,구로구
65,5757.02,남구,구로구
70,3840.56,남구,구로구
75,2608.03,남구,구로구
80,2489.18,남구,구로구
0,393.13,남구,금천구
10,139.01,남구,금천구
15,614.75,남구,금천구
20,1354.67,남구,금천구
25,4143.24,남구,금천구
30,4895.7,남구,금천구
35,4487.17,남구,금천구
40,4227.55,남구,금천구
45,3984.17,남구,금천구
50,3918.14,남구,금천구
55,3858.42,남구,금천구
60,2521.04,남구,금천구
65,2226.02,남구,금천구
70,827.23,남구,금천구
75,686.4499999999999,남구,금천구
80,1048.39,남구,금천구
0,2426.6,남구,영등포구
10,833.48,남구,영등포구
15,2151.5,남구,영등포구
20,5913.9,남구,영등포구
25,10491.4,남구,영등포구
30,11553.3,남구,영등포구
35,10693.66,남구,영등포구
40,10931.25,남구,영등포구
45,7765.99,남구,영등포구
50,8427.73,남구,영등포구
55,8025.61,남구,영등포구
60,7126.17,남구,영등포구
65,5885.19,남구,영등포구
70,3725.14,남구,영등포구
75,3086.64,남구,영등포구
80,3427.31,남구,영등포구
0,697.8,남구,동작구
10,322.27,남구,동작구
15,1630.07,남구,동작구
20,1904.49,남구,동작구
25,2724.57,남구,동작구
30,1756.0,남구,동작구
35,1726.65,남구,동작구
40,1997.54,남구,동작구
45,2172.8,남구,동작구
50,2568.51,남구,동작구
55,2237.09,남구,동작구
60,2565.98,남구,동작구
65,2147.53,남구,동작구
70,1396.54,남구,동작구
75,1255.25,남구,동작구
80,1194.38,남구,동작구
0,413.6,남구,관악구
10,148.15,남구,관악구
15,935.74,남구,관악구
20,2213.14,남구,관악구
25,4090.58,남구,관악구
30,3738.68,남구,관악구
35,3082.91,남구,관악구
40,2733.03,남구,관악구
45,2504.12,남구,관악구
50,3257.82,남구,관악구
55,3198.06,남구,관악구
60,2899.99,남구,관악구
65,2335.31,남구,관악구
70,1919.6,남구,관악구
75,1166.61,남구,관악구
80,1008.35,남구,관악구
0,496.08,남구,서초구
10,303.51,남구,서초구
15,1511.35,남구,서초구
20,2905.99,남구,서초구
25,4525.43,남구,서초구
30,4749.39,남구,서초구
35,4396.69,남구,서초구
40,5166.08,남구,서초구
45,4824.53,남구,서초구
50,4959.43,남구,서초구
55,4537.96,남구,서초구
60,3676.44,남구,서초구
65,3697.89,남구,서초구
70,1763.28,남구,서초구
75,1511.69,남구,서초구
80,1408.99,남구,서초구
0,840.7,남구,강남구
10,485.72,남구,강남구
15,1736.85,남구,강남구
20,4419.5,남구,강남구
25,7577.69,남구,강남구
30,7871.33,남구,강남구
35,6741.11,남구,강남구
40,6983.67,남구,강남구
45,5223.42,남구,강남구
50,5939.64,남구,강남구
55,4860.05,남구,강남구
60,3927.5,남구,강남구
65,4288.15,남구,강남구
70,2682.11,남구,강남구
75,1629.17,남구,강남구
80,2199.34,남구,강남구
0,2359.2200000000003,남구,송파구
10,922.93,남구,송파구
15,1225.33,남구,송파구
20,2188.76,남구,송파구
25,2558.81,남구,송파구
30,2704.07,남구,송파구
35,2572.12,남구,송파구
40,3304.79,남구,송파구
45,1965.52,남구,송파구
50,2092.55,남구,송파구
55,2237.49,남구,송파구
60,2467.06,남구,송파구
65,1909.3,남구,송파구
70,1001.3,남구,송파구
75,808.9399999999999,남구,송파구
80,636.85,남구,송파구
0,148.79,남구,강동구
10,65.56,남구,강동구
15,302.83,남구,강동구
20,232.45,남구,강동구
25,352.52,남구,강동구
30,439.5,남구,강동구
35,484.81,남구,강동구
40,961.3,남구,강동구
45,877.6,남구,강동구
50,1268.61,남구,강동구
55,1531.55,남구,강동구
60,1508.12,남구,강동구
65,1361.57,남구,강동구
70,944.53,남구,강동구
75,718.95,남구,강동구
80,479.82,남구,강동구
0,1566.59,연수구,종로구
10,1303.56,연수구,종로구
15,1785.89,연수구,종로구
20,2588.26,연수구,종로구
25,2684.26,연수구,종로구
30,2556.18,연수구,종로구
35,3350.46,연수구,종로구
40,4252.77,연수구,종로구
45,3284.07,연수구,종로구
50,3617.51,연수구,종로구
55,2568.82,연수구,종로구
60,2277.6,연수구,종로구
65,2193.3,연수구,종로구
