나이,이동인구(합),출발 시군구 코드,도착 시군구 코드
75,2710.72,서대문구,부천시
80,3227.46,서대문구,부천시
0,558.54,서대문구,광명시
10,373.95,서대문구,광명시
15,1201.43,서대문구,광명시
20,1827.13,서대문구,광명시
25,3100.9,서대문구,광명시
30,3479.61,서대문구,광명시
35,3336.36,서대문구,광명시
40,4313.05,서대문구,광명시
45,4052.68,서대문구,광명시
50,4220.59,서대문구,광명시
55,3651.11,서대문구,광명시
60,3700.2,서대문구,광명시
65,2952.47,서대문구,광명시
70,1298.52,서대문구,광명시
75,1134.6,서대문구,광명시
80,1374.9,서대문구,광명시
0,521.21,서대문구,평택시
